trail_name,trail_type,distance(miles),high_point(feet),elevation_gain(feet),difficulty,seasons,family_friendly,backpackable,crowded,latitude,longitude
Cape Kiwanda State Natural Area,loop,1.0,,193.0,Moderate,,,,,45.21559,-123.9702
Cape Lookout Trail,out-and-back,4.7,,810.0,Easy,,,,,45.34094,-123.9739
Cape Meares Beach Trail,out-and-back,1.4,,462.0,Moderate,,,,,45.48864,-123.96522
Cape Meares Lighthouse Loop,loop,1.6,,291.0,Easy,,,,,45.4887,-123.96532
Cape Meares State Park Loop,loop,3.0,,662.0,Easy,,,,,45.48867,-123.96531
Cape Mountain Loop,loop,1.9,,380.0,Easy,,,,,44.09652,-124.07076
Cape Mountain Wapati Loop ,out-and-back,5.2,,807.0,Moderate,,,,,44.09625,-124.07084
Cape Sebastian North Trail,out-and-back,4.1,,1158.0,Moderate,,,,,42.32888,-124.42577
Cape Sebastian Trail,out-and-back,2.7,,718.0,Moderate,,,,,42.32885,-124.42612
Captain Cook Trail and Thor's Well,loop,0.6,,95.0,Easy,,,,,44.27804,-124.11184
Cardwell Hill Loop,loop,3.5,,419.0,Moderate,,,,,44.592,-123.39428
Cardwell Hill Right of Way,out-and-back,5.9,,1108.0,Moderate,,,,,44.58973,-123.35027
Carl Lake Trail,out-and-back,10.3,,1345.0,Moderate,,,,,44.57388,-121.73184
Carroll Rim Trail,out-and-back,1.6,,374.0,Moderate,,,,,44.65199,-120.26733
Cascade Head Trail,out-and-back,6.3,,1381.0,Hard,,,,,45.04197,-123.9923
Cascade Head to Harts Cove,out-and-back,13.3,,2762.0,Moderate,,,,,45.04197,-123.9923
Cascade Head via Nature Conservancy Trail,out-and-back,2.6,,311.0,Easy,,,,,45.06082,-123.9883
Cascade Locks West Loop Hike,loop,3.0,280.0,100.0,Easy,Year round,Yes,No,No,,
Cascade Streamwatch Trail,loop,0.7,,39.0,Easy,,,,,45.35018,-121.99249
Cast Creek Trail to Burnt Lake Trail Loop,loop,14.6,,3461.0,Hard,,,,,45.3825,-121.86179
Cast Creek Trail to Cast Lake,out-and-back,13.2,,3310.0,Hard,,,,,45.3824,-121.86206
Cast Lake Loop,loop,10.0,,2362.0,Moderate,,,,,45.32488,-121.85709
Cast and Burnt Lake Loop via Cast Creek and Zigzag Mountain Trails,loop,26.9,,8074.0,Hard,,,,,45.38214,-121.85942
Castle Canyon Trail,out-and-back,1.8,,869.0,Moderate,,,,,45.33765,-121.91561
Castle Crest Wildflower Garden Trail,loop,1.2,,121.0,Easy,,,,,42.89664,-122.13375
Castle Rock Trail,out-and-back,8.5,,1820.0,Moderate,,,,,44.12758,-122.2281
Cat Canyon Trail,out-and-back,3.8,,685.0,Moderate,,,,,42.61653,-120.60622
Catamount Trail,loop,7.2,,718.0,Moderate,,,,,44.85241,-122.66001
"Catch & Release, Lower Storm King, and COD Loop",loop,10.3,,836.0,Moderate,,,,,43.99839,-121.40548
Catch and Release,out-and-back,9.2,,528.0,Easy,,,,,43.99687,-121.40522
"Catch and Release, Storm King, Tiddlywinks, Tyler's Traverse",loop,16.0,,1348.0,Moderate,,,,,43.9968,-121.4053
Cathedral Hills Loop,loop,7.5,,1184.0,Moderate,,,,,42.39404,-123.33359
Cathedral Park Loop,loop,2.0,,108.0,Easy,,,,,45.58821,-122.75895
Cathedral Tree Trail,out-and-back,1.5,,364.0,Easy,,,,,46.18159,-123.81745
Cathedral Tree to Astoria Column,out-and-back,1.5,,390.0,Easy,,,,,46.18694,-123.81057
Catherine Creek Arch Loop Hike,loop,3.4,615.0,500.0,Easy,"Year round, best Mar-May",Yes,No,Yes,,
Catherine Creek Universal Access Hike,loop,1.2,265.0,90.0,Easy,All year,Yes,No,Yes,,
Catherine Creek West Loop Hike,loop,3.4,1310.0,1040.0,Easy,Year round,Yes,No,Yes,,
Catherine Creek-Rowland Basin Loop Hike,loop,4.9,1300.0,1320.0,Moderate,All year: best time is spring,"Yes, for older children",No,On Sunflower Hill,,
Catwalk and Toothpick Trail Loop ,loop,4.8,,1246.0,Moderate,,,,,42.15246,-122.68428
Cave Creek Trail,out-and-back,3.4,,1167.0,Moderate,,,,,42.0983,-123.40884
Caves Highway,out-and-back,19.5,,3061.0,Easy,,,,,42.16422,-123.64679
Cayuse Crater and Green Lakes via Broken Top Trail  ,loop,16.6,,3536.0,Moderate,,,,,44.04673,-121.67402
Cazadero Trail,out-and-back,6.1,,252.0,Easy,,,,,45.429,-122.37562
Cedar Crossing and Oregon Coast Trail to Short Sand Beach,out-and-back,1.1,,91.0,Easy,,,,,45.75968,-123.95913
Cedar Grove National Scenic Trail,loop,1.3,,406.0,Moderate,,,,,44.33231,-119.33983
Cedar Island Trail,out-and-back,2.4,,154.0,Easy,,,,,45.38079,-122.62779
Cedar Trail and University OHV Trail,out-and-back,13.7,,3530.0,Moderate,,,,,45.61087,-123.35029
Central Oregon Coast,out-and-back,171.6,,8103.0,Easy,,,,,45.43482,-123.94599
Central Pumice Cone Trail,out-and-back,2.4,,708.0,Easy,,,,,43.71135,-121.22909
Chambers Lakes Basin Trail,out-and-back,13.5,,2490.0,Hard,,,,,44.18707,-121.70079
Champoeg State Heritage Area Loop,loop,8.6,,403.0,Easy,,,,,45.24867,-122.8921
Charleston Harbor: Seven Devils Loop,loop,32.2,,2801.0,Moderate,,,,,43.34013,-124.3291
Charlie Buck / Baldy Peak Trail (Trail 918),out-and-back,7.3,,2568.0,Moderate,,,,,42.11528,-123.06032
Charlie Buck Baldy Peak to Mule Mountain Trail,out-and-back,10.6,,3868.0,Hard,,,,,42.10249,-123.06192
Charlton Lake Trail,out-and-back,17.9,,1817.0,Hard,,,,,43.7778,-121.83921
Chasm Creek,out-and-back,4.7,,547.0,Moderate,,,,,43.31978,-123.25405
Chenoweth Tableland Loop Hike,loop,3.5,775.0,620.0,Easy,All year,Yes,No,No,,
"Cheshire Cat, White Rabbit and Oredsen-Todd Woods Loop Trail",loop,3.0,,656.0,Moderate,,,,,42.168,-122.67671
Chetco Lake Trail,out-and-back,8.9,,1374.0,Moderate,,,,,42.18232,-123.99804
Chetco Point Trail,out-and-back,0.7,,39.0,Easy,,,,,42.04768,-124.28831
Chetco River to Emily Creek Trail,out-and-back,2.4,,564.0,Moderate,,,,,42.12458,-124.18559
Chief Joseph Mountain Trail,out-and-back,5.9,,1433.0,Hard,,,,,45.26729,-117.21263
Chief Siltcoos Trail,loop,0.9,,55.0,Easy,,,,,43.87752,-124.14533
Chimney Lake via Bowman Trail,out-and-back,9.5,,2496.0,Moderate,,,,,45.29354,-117.3946
Chimney Peak Trail,out-and-back,23.2,,6105.0,Hard,,,,,44.49211,-122.16644
Chimney Rock Trail,out-and-back,2.7,,623.0,Moderate,,,,,44.13506,-120.81338
China Creek Beach Trail,out-and-back,1.0,,16.0,Easy,,,,,43.07258,-124.4351
China Creek Loop Trail,loop,3.3,,272.0,Easy,,,,,44.16121,-124.11674
China Creek to Bradley Lake,out-and-back,1.3,,55.0,Easy,,,,,43.07256,-124.43493
China Hat,out-and-back,10.2,,262.0,Moderate,,,,,43.95128,-121.26154
Chinese Diggings and Jacksonville Mine Loop Trail,loop,3.2,,488.0,Moderate,,,,,42.31406,-122.973
Chinidere Mountain Loop,loop,22.3,,5774.0,Hard,,,,,45.68272,-121.84253
Chinidere Mountain Loop Hike,loop,,4673.0,1140.0,Moderate,Early Summer through Fall,Yes,"Yes - connects to Gorge trail network, camping at ",Peak summer weekends,,
Chinidere Mountain via Chinedere Cutoff Trail and PCT,loop,3.9,,1069.0,Moderate,,,,,45.57717,-121.79277
Chip Ross Horse Trail,out-and-back,3.7,,830.0,Moderate,,,,,44.61405,-123.28724
Chip Ross Lower Dan Loop Trail,loop,3.0,,593.0,Moderate,,,,,44.60615,-123.27909
Chip Ross Road 612.4 Loop,loop,2.6,,449.0,Moderate,,,,,44.6139,-123.2881
Chrissy Field Wetland Loop to Ocean Beach Trail,loop,1.0,,26.0,Easy,,,,,42.00375,-124.21146
Chuckle and Indigo Springs,out-and-back,5.6,,1040.0,Easy,,,,,43.49718,-122.2655
Chucksney Mountain Trail,loop,10.7,,2381.0,Hard,,,,,43.90655,-122.08325
Cinnamon Butte Lookout,out-and-back,3.1,,839.0,Moderate,,,,,43.23308,-122.11437
Clackamas River Trail,out-and-back,1.9,,36.0,Easy,,,,,45.36976,-122.59718
Clackamas River Trail #715,out-and-back,14.4,,2877.0,Moderate,,,,,45.15755,-122.15103
Clackamas River Trail Loop,loop,2.8,,88.0,Easy,,,,,45.3697,-122.59689
Clackamas River: Carver Park to Clackamette Park,out-and-back,8.0,,55.0,Easy,,,,,45.39218,-122.49626
Clackamas Riverbend Trail Loop,loop,3.5,,269.0,Moderate,,,,,45.31065,-122.37937
Clackamette Park Loop,loop,1.1,,16.0,Easy,,,,,45.37126,-122.60273
Clark Trail,out-and-back,6.5,,147.0,Easy,,,,,44.63718,-123.11149
Clatsop Butte Loop,loop,1.6,,137.0,Easy,,,,,45.47344,-122.50691
Clatsop Loop Trail from Indian Beach,loop,2.8,,784.0,Moderate,,,,,45.93084,-123.97859
Clay Creek Trail,out-and-back,1.8,,646.0,Moderate,,,,,43.9036,-123.56705
Clear Lake Trail,loop,7.7,,291.0,Moderate,,,,,45.17465,-121.68775
Clear Lake via McKenzie River Trail,out-and-back,3.4,,216.0,Easy,,,,,44.39363,-122.00146
Clearwater River Trail #1490,out-and-back,3.1,,226.0,Easy,,,,,43.26276,-122.41799
Cleetwood Cove Trail,out-and-back,2.1,,623.0,Moderate,,,,,42.97972,-122.08335
Cliff Creek Trail 1885,out-and-back,22.0,,4570.0,Moderate,,,,,44.98431,-117.24435
Cliff Creek Trail to Pine Lakes Trail,out-and-back,13.4,,3074.0,Hard,,,,,44.98427,-117.24435
Cliff Creek Trail to Pine Lakes Trail to Blue Creek and Norway Loop Trail,loop,36.1,,9202.0,Moderate,,,,,44.98433,-117.24439
Cliff Nature Trail,loop,0.9,,367.0,Easy,,,,,42.09825,-123.40798
Cline Butte Loop,loop,7.2,,1250.0,Moderate,,,,,44.23407,-121.3029
Cline Buttes 20 OHV Trail,out-and-back,3.5,,488.0,Easy,,,,,44.27516,-121.42124
Cline Buttes 43 and 45 OHV Trail,out-and-back,5.7,,377.0,Easy,,,,,44.27763,-121.36012
Cline Buttes Northwest OHV Trail,out-and-back,6.3,,177.0,Easy,,,,,44.29339,-121.33271
Cline Buttes OHV Trail,out-and-back,15.3,,597.0,Moderate,,,,,44.28796,-121.3379
Cline Falls,out-and-back,1.2,,49.0,Easy,,,,,44.26947,-121.2567
Cloud Cap to Elk Cove,out-and-back,10.6,,2444.0,Moderate,,,,,45.40198,-121.65533
Clover Creek Trail,out-and-back,8.7,,1938.0,Hard,,,,,42.29988,-122.13649
Clover Creek and Mountain Lakes Loop,loop,8.0,,1666.0,Moderate,,,,,42.29987,-122.13698
Clover Falls Trail,out-and-back,1.8,,557.0,Moderate,,,,,43.2167,-122.7207
Cloverpatch Trail,out-and-back,6.1,,1778.0,Moderate,,,,,43.81463,-122.5515
Coffee Pot Trail,out-and-back,1.9,,469.0,Moderate,,,,,44.35893,-119.68272
Coffeepot Crater Loop Trail,loop,0.5,,42.0,Easy,,,,,43.14627,-117.46113
Coffenbury Lake Trail,loop,2.5,,101.0,Easy,,,,,46.17842,-123.96576
Coffin Butte Trail,out-and-back,1.7,,426.0,Easy,,,,,44.70497,-123.22237
Coffin Mountain Trail,out-and-back,2.5,,1013.0,Moderate,,,,,44.60849,-122.0499
Cold Spring Trail,loop,7.4,,554.0,Moderate,,,,,42.54279,-122.18118
Collier Glacier Overlook via Scott Trail,out-and-back,14.0,,2270.0,Hard,,,,,44.21314,-121.87796
Collings Mountain Trail,out-and-back,6.9,,2001.0,Moderate,,,,,42.0515,-123.12802
Collings Mountain Trail To Applegate Lake Trail,loop,9.9,,2221.0,Moderate,,,,,42.05139,-123.13138
Collins Trail,loop,1.6,,341.0,Easy,,,,,45.52735,-122.73212
Columbia Children’s Arboretum,loop,1.0,,16.0,Easy,,,,,45.59616,-122.66199
Columbia Gorge Traverse Hike,point-to-point,34.7,1855.0,4725.0,Moderate (in sections),All year,"Yes, in short sections",Yes,No,,
Columbia Nature Trail,loop,0.4,,32.0,Easy,,,,,45.87428,-122.80585
Communications Hill Trail,out-and-back,0.8,,203.0,Easy,,,,,44.67512,-124.07114
Condor Stairs Near Hospital,out-and-back,0.1,,0.0,Moderate,,,,,45.49645,-122.6815
Cone Peak Trail,loop,6.1,,1873.0,Moderate,,,,,44.39542,-122.14115
Confluence Trail,out-and-back,2.8,,62.0,Easy,,,,,45.54613,-122.37319
Conor Trail,out-and-back,1.0,,180.0,Moderate,,,,,45.49969,-122.68932
Cook's Ridge and Gwynn Creek Loop Trail,loop,6.4,,1256.0,Moderate,,,,,44.28077,-124.10736
Cooks Butte Loop,loop,1.0,,272.0,Easy,,,,,45.39508,-122.69959
Cooks Ridge Trail via Discovery Loop Trail,out-and-back,6.7,,1617.0,Moderate,,,,,44.28057,-124.10736
Cool Creek Trail to Devil's Peak,out-and-back,6.6,,3221.0,Hard,,,,,45.29756,-121.88427
Cooper Creek Reservoir Trail,out-and-back,6.4,,505.0,Moderate,,,,,43.38102,-123.28224
Cooper Mountain Loop,loop,2.6,,426.0,Easy,,,,,45.45202,-122.87016
Cooper Ridge Nature Trail,loop,2.2,,49.0,Easy,,,,,44.60474,-124.06161
Cooper Spur Trail via Tilly Jane Trail,out-and-back,10.3,,4671.0,Hard,,,,,45.4146,-121.60322
Cooper Spur Via Eliot Glacier View Trail,out-and-back,5.5,,3028.0,Moderate,,,,,45.40228,-121.65525
Coopey Falls Trail ,out-and-back,1.0,,351.0,Easy,,,,,45.56053,-122.17256
Coos Bay Wagon OHV Road,out-and-back,4.3,,246.0,Moderate,,,,,43.1413,-123.70196
Copper Creek Falls via Boulder Park Treailhead,out-and-back,5.6,,1138.0,Moderate,,,,,45.06811,-117.40659
Coquille Point Trail,loop,0.5,,45.0,Easy,,,,,43.1132,-124.43386
Coquille River Falls Trail,out-and-back,0.7,,354.0,Moderate,,,,,42.71338,-124.02268
Coquille River Lighthouse Trail,out-and-back,0.1,,0.0,Easy,,,,,43.12432,-124.42433
Corral Swamp Trail,out-and-back,5.4,,518.0,Moderate,,,,,43.86423,-121.8028
Corvallis Bike Loop,loop,12.0,,314.0,Easy,,,,,44.58854,-123.25321
Corvallis Riverfront Trail,out-and-back,1.5,,32.0,Easy,,,,,44.55773,-123.26163
Corvallis to the Coast,out-and-back,59.0,,12250.0,Hard,,,,,44.58582,-123.26253
Cottage Grove Lake via Weyerhauser Road,out-and-back,6.6,,101.0,Easy,,,,,43.7169,-123.05714
Cottonwood Meadows Trail,loop,3.0,,291.0,Moderate,,,,,42.28062,-120.64867
Cougar Woods Loop,loop,3.1,,108.0,Easy,,,,,43.77126,-121.52847
Cow Lakes Campground,loop,0.7,,26.0,Easy,,,,,43.09594,-117.32873
Cowhorn Mountain ,out-and-back,8.3,,2080.0,Moderate,,,,,43.36769,-122.03354
Coyote Lake and Shale Lake via Pamelia Lake Trail and PCT,out-and-back,15.6,,2828.0,Hard,,,,,44.66,-121.89127
Coyote Wall Hike,loop,7.8,1895.0,1775.0,Moderate,Year round,"Yes, but take care at the cliffs",No,Yes,,
Coyote Way and Tonquin Trail Loop,loop,2.2,,45.0,Easy,,,,,45.2974,-122.79827
Crabtree Lake Trail,out-and-back,4.1,,928.0,Moderate,,,,,44.60352,-122.44484
Crack-in-the-Ground Trail,loop,1.7,,75.0,Easy,,,,,43.33272,-120.67594
Crater Lake Rim Scenic Drive,loop,50.2,,5885.0,Easy,,,,,43.08861,-122.11648
Crater Lake Trail,out-and-back,11.8,,3307.0,Hard,,,,,45.04801,-117.32757
Crater Peak Trail,out-and-back,7.0,,1184.0,Moderate,,,,,42.88233,-122.09773
Crater Rim Trail,loop,19.8,,2906.0,Moderate,,,,,43.7125,-121.27645
Crater Rock Trail,out-and-back,7.8,,4566.0,Moderate,,,,,45.33107,-121.70794
Crawfish Lake,out-and-back,3.6,,446.0,Moderate,,,,,44.95069,-118.26523
Crawfish Lake and Knott Trail Loop,loop,14.5,,3677.0,Hard,,,,,43.67469,-122.73008
Crescent Beach Trail,out-and-back,2.0,,488.0,Moderate,,,,,45.91934,-123.97312
Crescent Mountain Trail,out-and-back,9.2,,2345.0,Hard,,,,,44.42961,-122.03106
Crestline Park Woodland Trail,out-and-back,1.6,,190.0,Easy,,,,,44.42499,-124.06588
Crissey Field State Park to Pelican State Beach Walk,out-and-back,2.4,,22.0,Easy,,,,,42.00379,-124.21234
Crissey Field: Winchuck Loop Trail,loop,1.3,,22.0,Easy,,,,,42.00372,-124.21138
Cronemiller Lake,loop,1.4,,213.0,Easy,,,,,44.65705,-123.23539
Crooked Creek via Otter Bench and Pink Trail ,out-and-back,4.1,,633.0,Moderate,,,,,44.46255,-121.28305
Crooked River Trail,out-and-back,3.9,,682.0,Easy,,,,,44.36611,-121.13762
Cross Canyon Trail,out-and-back,10.7,,1361.0,Hard,,,,,45.94243,-117.68084
Crosstown Trail,out-and-back,5.2,,534.0,Easy,,,,,45.30517,-121.77933
Crown Lake,out-and-back,1.0,,232.0,Easy,,,,,44.76132,-121.88745
Crown Lake and Claggett Lake,out-and-back,2.4,,334.0,Easy,,,,,44.76128,-121.888
Crown Zellerbach Trail,out-and-back,21.7,,1896.0,Easy,,,,,45.7451,-122.84104
Crystal Springs Rhododendron Gardens Loop,loop,0.8,,22.0,Easy,,,,,45.47992,-122.63533
Crystal Springs and Johnson Creek Trail,loop,1.2,,62.0,Easy,,,,,45.48146,-122.6351
Cullaby Lake Trail,loop,2.1,,265.0,Easy,,,,,46.09483,-123.90866
Cultus Lake,out-and-back,3.7,,134.0,Moderate,,,,,43.83768,-121.8328
Cultus Lake via Metolius-Windigo Trail,out-and-back,17.0,,1440.0,Hard,,,,,43.90271,-121.77725
Cultus Mountain and Lake Loop Trail,loop,12.4,,702.0,Moderate,,,,,43.82821,-121.83771
Cummins Creek Trail,loop,5.8,,1240.0,Hard,,,,,44.26755,-124.10194
Cummins Peak,out-and-back,12.9,,2372.0,Hard,,,,,44.25446,-124.09381
Cutler Wetlands Open Space Loop,loop,0.6,,9.0,Easy,,,,,44.91841,-124.01312
Dago Gulch,out-and-back,2.1,,285.0,Easy,,,,,43.29277,-117.25434
Dalles Mountain Ranch Loop Hike,loop,6.9,1310.0,1060.0,Moderate,Year-round,Yes,No,Yes,,
Dalton Lake Loop,loop,2.3,,141.0,Easy,,,,,45.87422,-122.81272
Daly Lake Trail,loop,1.0,,49.0,Easy,,,,,44.54182,-122.06807
Dan's Trail,out-and-back,6.8,,1479.0,Moderate,,,,,44.60617,-123.27913
Dan's Trail: Chip Ross Park to Dimple Hill,out-and-back,7.6,,1581.0,Moderate,,,,,44.60612,-123.27916
Davies Nettleton Loop,loop,6.6,,767.0,Moderate,,,,,44.6368,-123.29559
Dead Horse Rim,loop,15.9,,2811.0,Hard,,,,,42.55772,-120.77865
Dead Indian Memorial Scenic Drive,out-and-back,39.1,,5098.0,Easy,,,,,42.19397,-122.69917
Deadman Trail,out-and-back,12.3,,3031.0,Hard,,,,,45.05118,-117.10086
Deception Butte Trail,out-and-back,7.8,,2893.0,Hard,,,,,43.76025,-122.53437
Deduct Trail,out-and-back,3.2,,364.0,Easy,,,,,45.95939,-117.96857
Dee Wright Observatory Trails,loop,0.8,,75.0,Easy,,,,,44.26061,-121.8021
Deer Butte Trail,out-and-back,10.2,,1420.0,Hard,,,,,44.29345,-121.9553
Deer Foot Trail,out-and-back,0.5,,39.0,Easy,,,,,45.38186,-122.63028
Deer Lake Trail,out-and-back,3.8,,301.0,Easy,,,,,43.80319,-121.86172
Delta Ponds Trail,out-and-back,1.8,,19.0,Easy,,,,,44.0822,-123.11153
Deschutes Loop,loop,3.2,,85.0,Easy,,,,,43.77594,-121.53116
"Deschutes Loop, Mc Gregor Loop, and Fall River Trails",loop,9.1,,318.0,Moderate,,,,,43.76658,-121.53965
Deschutes River Canyon Trail ,loop,5.3,,780.0,Easy,,,,,45.62946,-120.9078
Deschutes River Loop via Farewell Bend Park,loop,1.1,,13.0,Easy,,,,,44.0408,-121.32066
Deschutes River South Canyon Trail,loop,3.1,,137.0,Easy,,,,,44.04098,-121.32692
Deschutes River Trail: 1st Street Rapids,loop,4.4,,154.0,Easy,,,,,44.04452,-121.31724
Deschutes River Trail: Aspen Campground to Lava Island Falls,out-and-back,4.3,,167.0,Easy,,,,,43.96974,-121.41506
Deschutes River Trail: Aspen to Big Eddy,out-and-back,1.9,,59.0,Easy,,,,,43.97,-121.41495
Deschutes River Trail: Benham Falls to Seventh Mountain Resort,out-and-back,14.9,,800.0,Easy,,,,,43.93906,-121.41365
Deschutes River Trail: Benham Falls to Slough Meadow,out-and-back,4.6,,249.0,Easy,,,,,43.93115,-121.41307
Deschutes River Trail: Big Eddy to Sun-Lava ,out-and-back,12.7,,570.0,Easy,,,,,43.97712,-121.40962
Deschutes River Trail: Columbia River to Harris Island,out-and-back,22.2,,1040.0,Easy,,,,,45.63416,-120.90848
Deschutes River Trail: Dillon Falls to Aspen,out-and-back,2.7,,203.0,Easy,,,,,43.95753,-121.41733
Deschutes River Trail: Lava Island Trailhead to Benham Falls,out-and-back,13.2,,501.0,Easy,,,,,43.98525,-121.40017
Deschutes River Trail: Meadow Day Use Area,out-and-back,6.4,,370.0,Easy,,,,,43.99716,-121.38535
Deschutes River Trail: Meadows Golf Course Loop,loop,4.7,,36.0,Moderate,,,,,43.86393,-121.45214
Deschutes River Trail: Newport Ave to Mt Washington Drive,out-and-back,2.6,,91.0,Easy,,,,,44.06166,-121.31289
Deschutes River Trail: Sawyer Park to Archie Briggs Canyon,out-and-back,5.0,,213.0,Easy,,,,,44.08614,-121.31061
Deschutes River Trail: Skyline Ranch Road to Sunriver,out-and-back,16.3,,974.0,Moderate,,,,,44.02325,-121.35918
Deschutes River: Sherar's Falls to Columbia River,out-and-back,43.4,,190.0,Moderate,,,,,45.2614,-121.03606
Devil's Cauldron Trail,out-and-back,0.5,,78.0,Easy,,,,,45.74829,-123.96245
"Devil's Churn, Trail of the Restless Way, Captain Cook Loop",loop,1.6,,242.0,Easy,,,,,44.28377,-124.1101
Devil's Peak,out-and-back,10.9,,2434.0,Moderate,,,,,42.66278,-122.28583
Devil's Rest Loop,loop,8.3,,2896.0,Moderate,,,,,45.57765,-122.1183
Devils Lake Boardwalk Trail,out-and-back,0.4,,0.0,Easy,,,,,44.97036,-124.01316
Devils Lake Trail,out-and-back,1.6,,75.0,Easy,,,,,44.0353,-121.76563
Devils Peak via Green Canyon Way & Hunchback Trails,out-and-back,10.3,,3769.0,Moderate,,,,,45.28367,-121.9419
Devils Punch Bowl Trail,out-and-back,1.0,,167.0,Easy,,,,,44.74849,-124.06294
Devils Rest and Foxglove Way East Loop via Angels Rest Trail,loop,7.8,,2601.0,Hard,,,,,45.56027,-122.17285
Devils Ridge Trail to Devil's Peak,out-and-back,6.0,,2385.0,Hard,,,,,44.77876,-121.97358
Diamond Craters,out-and-back,29.6,,1053.0,Moderate,,,,,43.04504,-118.85995
Diamond Creek Trail,loop,6.9,,1394.0,Easy,,,,,43.61255,-122.12811
Diamond Lake (John Dellenback) Trail,loop,10.5,,331.0,Easy,,,,,43.13616,-122.14381
Diamond Peak,out-and-back,7.8,,4058.0,Hard,,,,,43.51064,-122.20211
Diamond Peak False Summit Trail ,out-and-back,11.2,,2870.0,Hard,,,,,43.46352,-122.13456
Diamond Peak Via Pacific Crest Trail,out-and-back,13.8,,3336.0,Hard,,,,,43.44149,-122.13179
Diamond Peak via Rockpile Trailhead,out-and-back,10.9,,3766.0,Hard,,,,,43.48397,-122.17647
Dillon Falls to Benham Falls,out-and-back,6.8,,314.0,Easy,,,,,43.95785,-121.41614
Dimple Hill Trail to Horse Trail Loop Hike,loop,7.5,,1476.0,Moderate,,,,,44.60639,-123.27916
Dimple Hill Via Patterson Road 600,loop,4.9,,692.0,Moderate,,,,,44.63671,-123.29578
Dinah-Moe Humm and Kiwa Butte Trails,out-and-back,14.8,,1351.0,Moderate,,,,,43.93305,-121.59732
Discovery Loop Trail,loop,1.4,,446.0,Easy,,,,,44.28053,-124.10813
Discovery Point Trail,out-and-back,4.0,,915.0,Easy,,,,,42.91089,-122.14595
Divide Lake Trail,out-and-back,7.8,,1574.0,Moderate,,,,,43.57556,-122.19296
Dog Creek Trail and Rivermill Trail Loop,loop,2.1,,101.0,Easy,,,,,45.29853,-122.36055
Dog River Trail,out-and-back,6.2,,1817.0,Moderate,,,,,45.46503,-121.56645
Dog Thief Point [PRIVATE PROPERTY],out-and-back,5.5,,587.0,Easy,,,,,45.82387,-123.49216
Dogwood Wild Cherry Loop Trail,loop,2.5,,505.0,Easy,,,,,45.53849,-122.73409
Dollar Mountain Trail,out-and-back,1.9,,734.0,Moderate,,,,,42.44838,-123.34323
Dome Rock Peak Trail,out-and-back,8.6,,3123.0,Hard,,,,,44.72247,-122.18766
Dorena Dam Trail,out-and-back,1.4,,45.0,Easy,,,,,43.77909,-122.95268
Dorena Lake Loop,loop,14.1,,761.0,Moderate,,,,,43.77117,-122.93839
Doris Lake and Blow Lake via Six Lakes Trail,out-and-back,4.8,,416.0,Easy,,,,,43.95327,-121.80257
Dorris Ranch Loop Trail,loop,1.9,,32.0,Easy,,,,,44.03316,-123.01986
Drift Creek Falls Trail,out-and-back,2.6,,462.0,Easy,,,,,44.93544,-123.85598
Driftwood Beach,out-and-back,3.0,,42.0,Easy,,,,,44.46439,-124.08043
Drury Ridge Loop,loop,2.8,,620.0,Moderate,,,,,44.22995,-122.84498
Dry Canyon Loop,loop,7.8,,134.0,Moderate,,,,,44.30219,-121.19048
Dry Canyon Trail,out-and-back,7.8,,150.0,Moderate,,,,,44.30246,-121.19037
Dry Creek Falls via PCT,out-and-back,3.6,,830.0,Easy,,,,,45.6618,-121.89423
Dry Creek Horse Campground Loop,loop,5.8,,1315.0,Moderate,,,,,44.42104,-120.66992
Dry Fir Trail,out-and-back,4.9,,1184.0,Moderate,,,,,45.24799,-121.78792
Dry River Canyon Trail,out-and-back,6.4,,547.0,Moderate,,,,,43.93746,-121.01729
Duffy Lake Trail,out-and-back,6.8,,843.0,Easy,,,,,44.49101,-121.94994
Duffy Lake Trail to Red Butte Peak,out-and-back,11.9,,1948.0,Moderate,,,,,44.49115,-121.94994
Duffy Lake and Little Duffy Lake,out-and-back,8.3,,948.0,Moderate,,,,,44.49103,-121.94997
Duncan Creek Hike,out-and-back,4.3,2050.0,1100.0,Moderate,Spring through fall,"Yes, for older kids",No,No,,
Dunn 50 70 Loop,loop,7.2,,1394.0,Moderate,,,,,44.71434,-123.29885
Dunn State Forest Scout Trail,out-and-back,2.5,,357.0,Moderate,,,,,44.70834,-123.29513
Dutch Flat Creek Trail ,out-and-back,16.0,,3070.0,Hard,,,,,44.96254,-118.11736
Dutchman Flat Trail,out-and-back,4.9,,259.0,Easy,,,,,44.00054,-121.66427
